X1,X2,X3,X4,X5
14849,2011/9/5,22144,2.1,6
14849,2011/9/5,22991,1.95,12
14849,2011/9/5,22992,1.95,12
14849,2011/9/5,23340,1.65,24
14849,2011/9/5,22952,0.55,24
14849,2011/9/5,22950,1.45,24
14849,2011/9/5,23376,0.39,24
14849,2011/9/5,23318,2.49,12
14849,2011/9/5,22909,0.85,24
14849,2011/9/5,22910,2.95,12
14849,2011/9/5,22738,1.65,10
14849,2011/9/5,22739,1.65,10
14849,2011/9/5,23349,1.25,12
14849,2011/9/5,21485,4.95,12
14849,2011/9/5,21484,3.45,12
14849,2011/9/5,21257,7.95,2
14849,2011/9/5,23168,1.25,12
14849,2011/9/5,23297,1.65,24
15491,2011/9/5,21175,2.55,12
15491,2011/9/5,85152,2.1,24
15491,2011/9/5,21165,1.69,24
15491,2011/9/5,21166,1.85,48
15491,2011/9/5,21181,1.85,48
18196,2011/9/5,23129,4.15,1
18196,2011/9/5,21172,1.45,1
18196,2011/9/5,23426,2.89,1
18196,2011/9/5,22217,1.25,1
18196,2011/9/5,23194,2.25,1
18196,2011/9/5,23048,4.15,1
18196,2011/9/5,85130D,0.79,2
18196,2011/9/5,85130C,0.79,2
18196,2011/9/5,21892,1.25,3
18196,2011/9/5,23100,1.25,2
18196,2011/9/5,23213,1.25,1
18196,2011/9/5,23210,1.25,1
18196,2011/9/5,23239,4.15,1
18196,2011/9/5,15039,0.85,1
18196,2011/9/5,22403,0.39,1
18196,2011/9/5,22042,0.42,12
18196,2011/9/5,22818,0.42,12
18196,2011/9/5,84247E,2.95,1
18196,2011/9/5,22044,0.42,12
18196,2011/9/5,23307,0.55,1
18196,2011/9/5,84991,0.55,1
18196,2011/9/5,20956,1.25,8
18196,2011/9/5,23263,1.25,1
18196,2011/9/5,84877D,1.25,1
18196,2011/9/5,84875D,1.25,1
18196,2011/9/5,22402,0.39,1
18196,2011/9/5,22399,1.25,1
18196,2011/9/5,23131,4.15,5
18196,2011/9/5,82482,2.95,1
18196,2011/9/5,23210,1.25,1
18196,2011/9/5,23090,0.83,4
18196,2011/9/5,23065,12.5,1
18196,2011/9/5,15034,0.14,12
18196,2011/9/5,22729,3.75,1
18196,2011/9/5,22727,3.75,2
18196,2011/9/5,23066,8.25,2
18196,2011/9/5,18097C,2.55,2
18196,2011/9/5,84970S,0.85,2
18196,2011/9/5,22460,1.25,2
18196,2011/9/5,22217,1.25,1
18196,2011/9/5,23326,0.63,24
18196,2011/9/5,21394,0.39,6
18196,2011/9/5,21912,3.75,1
18196,2011/9/5,85130B,0.79,3
18196,2011/9/5,85124B,2.55,1
18196,2011/9/5,85124C,2.55,1
18196,2011/9/5,23437,1.25,3
18196,2011/9/5,23436,1.25,3
18196,2011/9/5,23375,0.82,5
18196,2011/9/5,23373,0.82,5
18196,2011/9/5,23374,0.82,10
18196,2011/9/5,22753,0.85,1
18196,2011/9/5,22754,0.85,1
18196,2011/9/5,22755,0.85,1
18196,2011/9/5,23177,2.25,2
18196,2011/9/5,23193,2.25,1
18196,2011/9/5,22585,1.25,2
18196,2011/9/5,23353,0.83,2
18196,2011/9/5,23354,0.83,2
18196,2011/9/5,22584,2.55,2
18196,2011/9/5,22583,2.55,2
18196,2011/9/5,22812,1.95,3
18196,2011/9/5,22813,1.95,3
13211,2011/9/5,23232,0.42,25
13211,2011/9/5,23231,0.42,25
13211,2011/9/5,23549,0.42,25
13211,2011/9/5,21498,0.42,25
13211,2011/9/5,21495,0.42,25
13211,2011/9/5,21499,0.42,25
13211,2011/9/5,22548,1.25,1
13211,2011/9/5,22333,1.65,5
13211,2011/9/5,22332,1.65,5
13211,2011/9/5,22334,1.65,5
13211,2011/9/5,47590B,5.45,4
13211,2011/9/5,47590A,5.45,4
13211,2011/9/5,23298,4.95,8
13211,2011/9/5,21207,1.65,6
13211,2011/9/5,47566,4.95,3
13211,2011/9/5,22436,0.65,9
13211,2011/9/5,22436,0.65,10
13211,2011/9/5,20718,1.25,4
13211,2011/9/5,21060,0.85,6
13211,2011/9/5,21059,0.85,6
13211,2011/9/5,21058,0.85,6
13211,2011/9/5,84380,1.45,4
13211,2011/9/5,21987,0.65,8
13211,2011/9/5,21086,0.65,8
13211,2011/9/5,21975,0.55,8
13211,2011/9/5,21212,0.55,8
13211,2011/9/5,21213,0.55,8
13211,2011/9/5,23125,1.25,6
13211,2011/9/5,23121,0.42,8
13211,2011/9/5,23293,0.83,10
13211,2011/9/5,21080,0.85,8
13211,2011/9/5,21094,0.85,8
13211,2011/9/5,21988,0.85,8
13211,2011/9/5,21989,0.85,8
13211,2011/9/5,21883,0.65,12
13211,2011/9/5,21880,0.65,12
13211,2011/9/5,23296,1.25,8
13211,2011/9/5,84692,0.42,25
13211,2011/9/5,23294,0.83,8
13211,2011/9/5,23295,0.83,8
13211,2011/9/5,22083,2.55,40
13211,2011/9/5,22086,2.55,80
13211,2011/9/5,22083,2.55,40
13211,2011/9/5,23297,1.65,8
17560,2011/9/6,22639,2.1,32
17560,2011/9/6,84755,0.65,64
17560,2011/9/6,40016,0.42,96
14560,2011/9/6,21213,0.42,240
13158,2011/9/6,22382,1.65,10
13158,2011/9/6,20727,1.65,10
13158,2011/9/6,22384,1.65,10
13158,2011/9/6,22727,3.75,4
13158,2011/9/6,22467,2.55,6
13158,2011/9/6,15036,0.83,12
13158,2011/9/6,15034,0.14,24
13158,2011/9/6,22326,2.95,6
13158,2011/9/6,22327,2.95,6
13158,2011/9/6,22328,2.95,12
13158,2011/9/6,23313,4.95,5
13158,2011/9/6,23433,0.83,12
13158,2011/9/6,22909,0.85,12
13158,2011/9/6,22197,0.85,12
13158,2011/9/6,23208,1.65,10
13158,2011/9/6,20961,1.25,10
13158,2011/9/6,20963,1.25,10
13158,2011/9/6,21918,0.42,24
13158,2011/9/6,84920,3.75,4
13158,2011/9/6,23348,2.08,6
13158,2011/9/6,21703,0.42,12
13158,2011/9/6,22418,0.85,24
13158,2011/9/6,51014L,0.39,24
17191,2011/9/6,23396,3.75,3
17191,2011/9/6,23394,3.75,3
17191,2011/9/6,23028,1.65,12
17191,2011/9/6,82552,1.45,1
17191,2011/9/6,21034,0.95,5
17191,2011/9/6,22773,1.25,48
17191,2011/9/6,22771,1.25,24
17191,2011/9/6,22500,4.95,2
17191,2011/9/6,22496,2.95,1
17191,2011/9/6,21174,2.08,1
17191,2011/9/6,21903,2.1,1
17191,2011/9/6,23414,9.95,3
17191,2011/9/6,22557,1.65,1
17191,2011/9/6,22659,1.95,2
17191,2011/9/6,22993,1.25,8
17191,2011/9/6,22429,4.25,2
17191,2011/9/6,79066K,0.85,2
17191,2011/9/6,35095B,0.42,3
17191,2011/9/6,35095A,0.42,3
17191,2011/9/6,23191,1.65,1
17191,2011/9/6,82552,1.45,1
17191,2011/9/6,21896,2.1,1
17191,2011/9/6,23425,2.49,3
17191,2011/9/6,22219,0.85,9
17191,2011/9/6,23399,0.85,6
17191,2011/9/6,23241,2.08,6
17191,2011/9/6,23151,2.49,2
17191,2011/9/6,23150,2.49,2
17191,2011/9/6,22095,0.39,6
17191,2011/9/6,84406B,4.15,8
17191,2011/9/6,22093,0.39,14
17191,2011/9/6,23243,4.95,2
17191,2011/9/6,22098,0.39,18
17191,2011/9/6,22795,6.75,2
17191,2011/9/6,22912,4.95,3
17191,2011/9/6,22173,3.29,8
17191,2011/9/6,23146,3.29,4
14667,2011/9/6,20725,1.65,10
14667,2011/9/6,20728,1.65,10
14667,2011/9/6,22384,1.65,10
14667,2011/9/6,20713,2.08,30
14667,2011/9/6,22377,2.1,20
14667,2011/9/6,21928,2.08,10
14667,2011/9/6,85099B,2.08,50
14667,2011/9/6,22663,2.08,20
14667,2011/9/6,85099F,2.08,10
14667,2011/9/6,23202,2.08,15
14667,2011/9/6,22385,2.08,20
14667,2011/9/6,85049E,1.25,6
14667,2011/9/6,23207,1.65,10
14667,2011/9/6,22077,1.95,6
14667,2011/9/6,85049F,1.25,6
14667,2011/9/6,23201,2.08,30
14667,2011/9/6,22349,3.75,6
14667,2011/9/6,22350,2.55,6
14667,2011/9/6,21735,12.75,2
18230,2011/9/6,22412,2.1,24
18230,2011/9/6,21463,5.95,12
18230,2011/9/6,21174,2.08,24
18230,2011/9/6,21169,1.69,36
18230,2011/9/6,85152,2.1,24
18230,2011/9/6,21464,4.25,8
18230,2011/9/6,21181,2.1,36
18230,2011/9/6,21165,1.69,18
18230,2011/9/6,82582,2.1,12
18230,2011/9/6,21175,2.55,12
18230,2011/9/6,22413,2.95,6
18230,2011/9/6,82581,0.55,12
17339,2011/9/6,23014,3.45,24
17339,2011/9/6,23013,3.45,12
17339,2011/9/6,23327,0.63,48
17339,2011/9/6,23328,3.75,4
17339,2011/9/6,23187,0.29,48
14739,2011/9/6,21916,0.36,288
14739,2011/9/6,21358,1.25,12
14739,2011/9/6,21356,1.25,12
14739,2011/9/6,23267,1.04,96
14739,2011/9/6,23271,0.69,128
14739,2011/9/6,23340,1.65,24
14739,2011/9/6,23378,0.32,432
14739,2011/9/6,23376,0.32,432
14739,2011/9/6,21888,3.39,36
14739,2011/9/6,22950,1.25,144
14040,2011/9/6,22384,1.65,30
14040,2011/9/6,20712,2.08,10
14040,2011/9/6,85099B,2.08,20
14040,2011/9/6,85099C,2.08,20
14040,2011/9/6,20725,1.65,30
14040,2011/9/6,20726,1.65,20
14040,2011/9/6,20727,1.65,10
14040,2011/9/6,22278,4.95,2
15311,2011/9/6,85099C,1.79,100
15311,2011/9/6,23167,0.69,96
15311,2011/9/6,23166,1.04,48
15311,2011/9/6,22386,1.79,100
15311,2011/9/6,20713,1.79,100
15311,2011/9/6,22674,1.25,3
15311,2011/9/6,22675,1.25,3
15311,2011/9/6,22326,2.95,2
15311,2011/9/6,22328,2.95,2
15311,2011/9/6,22327,2.95,2
15311,2011/9/6,22329,1.65,2
15311,2011/9/6,22410,1.25,2
15311,2011/9/6,22755,0.85,3
15311,2011/9/6,22333,1.65,6
15311,2011/9/6,22411,2.08,4
15311,2011/9/6,20712,2.08,1
15311,2011/9/6,21930,2.08,2
15311,2011/9/6,21929,2.08,3
15311,2011/9/6,21934,1.65,4
15804,2011/9/6,21311,0.29,24
15804,2011/9/6,22398,0.39,12
15804,2011/9/6,22915,0.42,12
15804,2011/9/6,22924,0.85,12
15804,2011/9/6,21790,0.85,12
15804,2011/9/6,21704,0.85,12
15804,2011/9/6,21791,1.25,12
15804,2011/9/6,21891,1.45,12
15804,2011/9/6,21912,3.75,4
15804,2011/9/6,23229,3.75,6
15804,2011/9/6,23234,2.89,6
15804,2011/9/6,23313,4.95,5
15804,2011/9/6,23324,2.08,12
15804,2011/9/6,84707B,9.95,2
15804,2011/9/6,22024,0.42,12
15804,2011/9/6,21888,3.75,4
15804,2011/9/6,22726,3.75,4
15804,2011/9/6,22727,3.75,4
15804,2011/9/6,22728,3.75,4
15804,2011/9/6,22699,2.95,6
15804,2011/9/6,22698,2.95,6
15804,2011/9/6,84970L,1.25,12
15804,2011/9/6,23433,0.83,12
15804,2011/9/6,22178,1.95,12
15804,2011/9/6,22570,3.75,4
15804,2011/9/6,22569,3.75,4
15804,2011/9/6,22219,0.85,12
15804,2011/9/6,84879,1.69,8
15804,2011/9/6,22556,1.65,12
15804,2011/9/6,21982,0.39,24
15804,2011/9/6,21980,0.39,24
15804,2011/9/6,22099,0.39,36
15804,2011/9/6,21983,0.39,24
15804,2011/9/6,21984,0.39,24
13122,2011/9/6,22066,0.39,48
16767,2011/9/7,23189,2.49,48
16767,2011/9/7,23348,1.79,36
16767,2011/9/7,23374,0.82,10
16767,2011/9/7,21929,2.08,10
16767,2011/9/7,21928,2.08,10
16767,2011/9/7,23206,1.65,10
16767,2011/9/7,23207,1.65,10
16767,2011/9/7,22384,1.65,10
16767,2011/9/7,20727,1.65,10
16767,2011/9/7,20725,1.65,10
16767,2011/9/7,23376,0.39,24
16767,2011/9/7,22952,0.42,120
16767,2011/9/7,23271,0.69,128
16767,2011/9/7,22086,2.95,12
16767,2011/9/7,23344,2.08,20
16767,2011/9/7,23312,4.15,12
12685,2011/9/7,22630,1.95,12
12685,2011/9/7,22661,0.85,10
12685,2011/9/7,22949,1.45,12
12685,2011/9/7,22663,2.08,10
12685,2011/9/7,22416,1.45,12
12685,2011/9/7,22551,1.65,12
12685,2011/9/7,22382,1.65,10
12685,2011/9/7,22726,3.75,4
12685,2011/9/7,22729,3.75,4
12685,2011/9/7,23203,2.08,20
12685,2011/9/7,23231,0.42,25
12685,2011/9/7,23209,1.65,10
12685,2011/9/7,23236,2.89,6
12685,2011/9/7,20712,2.08,10
12685,2011/9/7,21424,2.95,6
12685,2011/9/7,20726,1.65,10
12685,2011/9/7,22554,1.65,12
12685,2011/9/7,22326,2.95,6
12685,2011/9/7,84510A,1.25,10
12685,2011/9/7,22386,2.08,10
12685,2011/9/7,84997A,4.15,16
12685,2011/9/7,22423,12.75,2
12685,2011/9/7,22962,0.85,12
12685,2011/9/7,22963,0.85,12
12685,2011/9/7,22961,1.45,12
12685,2011/9/7,POST,18,3
17735,2011/9/7,20725,1.65,10
17735,2011/9/7,20726,1.65,10
17735,2011/9/7,20727,1.65,20
17735,2011/9/7,22662,1.65,10
17735,2011/9/7,22383,1.65,20
17735,2011/9/7,22384,1.65,10
17735,2011/9/7,23209,1.65,30
17735,2011/9/7,21928,2.08,10
17735,2011/9/7,21931,2.08,10
17735,2011/9/7,21929,2.08,10
17735,2011/9/7,20713,2.08,10
17735,2011/9/7,21930,2.08,10
17735,2011/9/7,22379,2.1,5
17735,2011/9/7,22380,2.1,5
17735,2011/9/7,22386,2.08,10
17735,2011/9/7,23199,2.08,10
17735,2011/9/7,22381,2.1,5
17735,2011/9/7,23200,2.08,10
17735,2011/9/7,22385,2.08,10
17735,2011/9/7,22663,2.08,10
17735,2011/9/7,23201,2.08,10
17735,2011/9/7,23202,2.08,10
17735,2011/9/7,23203,2.08,20
17735,2011/9/7,85099F,2.08,10
17735,2011/9/7,21936,2.95,5
17735,2011/9/7,22908,0.85,12
17735,2011/9/7,21080,0.85,12
17735,2011/9/7,23191,1.65,12
17735,2011/9/7,23192,1.65,12
17735,2011/9/7,22895,3.25,6
17735,2011/9/7,22667,2.95,6
17735,2011/9/7,22629,1.95,12
17735,2011/9/7,22328,2.95,6
17735,2011/9/7,22327,2.95,6
17735,2011/9/7,21121,1.25,24
17735,2011/9/7,21558,2.55,6
17735,2011/9/7,21559,2.55,6
17735,2011/9/7,21561,2.55,6
17735,2011/9/7,22352,2.55,6
17735,2011/9/7,22630,1.95,12
17735,2011/9/7,22659,1.95,12
17735,2011/9/7,22326,2.95,6
17735,2011/9/7,22329,1.65,12
15594,2011/9/7,22075,1.65,12
15594,2011/9/7,22734,2.89,6
15594,2011/9/7,85049A,1.25,12
15594,2011/9/7,15056BL,5.95,3
15594,2011/9/7,15056P,5.95,3
15594,2011/9/7,20679,5.95,3
15594,2011/9/7,15056N,5.95,3
15594,2011/9/7,22112,4.95,3
15594,2011/9/7,22114,4.25,4
15594,2011/9/7,22772,1.25,12
15594,2011/9/7,21136,1.69,8
15594,2011/9/7,23275,1.25,12
15594,2011/9/7,23103,1.65,24
15594,2011/9/7,23433,0.83,12
15594,2011/9/7,23146,3.29,4
15594,2011/9/7,23147,1.45,12
15594,2011/9/7,22844,8.5,2
15594,2011/9/7,23191,1.65,12
15594,2011/9/7,20984,0.29,24
15594,2011/9/7,22904,2.95,6
15594,2011/9/7,22077,1.95,12
15594,2011/9/7,23211,1.25,24
15594,2011/9/7,23212,1.25,12
15594,2011/9/7,23210,1.25,24
15594,2011/9/7,23213,1.25,12
15594,2011/9/7,23222,0.83,12
15594,2011/9/7,23225,0.83,12
15594,2011/9/7,23234,2.89,6
15594,2011/9/7,21985,0.39,24
15594,2011/9/7,23245,4.95,4
16843,2011/9/7,23110,5.75,4
14452,2011/9/7,84725,0.75,1
14452,2011/9/7,23203,2.08,2
14452,2011/9/7,21563,2.95,1
14452,2011/9/7,23298,4.95,1
14452,2011/9/7,21110,6.75,1
14452,2011/9/7,22197,0.85,2
14452,2011/9/7,23338,2.08,1
14452,2011/9/7,23335,2.08,1
14452,2011/9/7,22203,3.75,1
14452,2011/9/7,23297,1.65,1
14452,2011/9/7,22098,0.39,3
14452,2011/9/7,22846,16.95,1
14452,2011/9/7,23330,1.25,3
14452,2011/9/7,23329,1.65,3
14452,2011/9/7,23394,3.75,1
14452,2011/9/7,23395,3.75,1
14452,2011/9/7,23393,3.75,1
14452,2011/9/7,23397,9.95,1
14452,2011/9/7,23294,0.83,1
14452,2011/9/7,23296,1.25,1
14452,2011/9/7,21363,4.95,1
14452,2011/9/7,22093,0.39,2
14452,2011/9/7,23014,3.95,1
14452,2011/9/7,22470,2.95,2
14452,2011/9/7,23019,8.25,1
14452,2011/9/7,85099C,2.08,3
14452,2011/9/7,85099C,2.08,1
14452,2011/9/7,85099B,2.08,2
14452,2011/9/7,85099F,2.08,3
14452,2011/9/7,22992,1.95,2
15071,2011/9/7,22759,1.65,12
15071,2011/9/7,47566,4.95,4
15071,2011/9/7,23298,4.95,3
15071,2011/9/7,23170,1.65,12
15071,2011/9/7,22699,2.95,6
15071,2011/9/7,23091,6.25,3
15071,2011/9/7,22457,2.95,12
15071,2011/9/7,23118,7.5,2
15071,2011/9/7,22169,7.65,8
15071,2011/9/7,82484,7.95,2
15071,2011/9/7,22768,9.95,2
15071,2011/9/7,23092,6.65,12
15071,2011/9/7,22469,1.65,24
15071,2011/9/7,22794,7.95,2
14530,2011/9/7,84836,1.25,5
14530,2011/9/7,22155,0.42,8
14530,2011/9/7,23398,0.85,5
14530,2011/9/7,23399,0.85,5
14530,2011/9/7,23412,7.5,2
14530,2011/9/7,85130C,0.79,6
14530,2011/9/7,23214,2.08,24
14530,2011/9/7,22460,1.25,6
14530,2011/9/7,22470,2.95,2
14530,2011/9/7,22469,1.65,4
14530,2011/9/7,23395,3.75,2
14530,2011/9/7,23396,3.75,1
14530,2011/9/7,23427,12.5,1
14530,2011/9/7,23403,3.75,1
14530,2011/9/7,23400,6.25,2
14530,2011/9/7,23133,8.25,1
14530,2011/9/7,23132,5.75,2
14530,2011/9/7,21617,3.75,1
14530,2011/9/7,21619,3.75,1
14530,2011/9/7,21615,3.75,1
14530,2011/9/7,21620,3.75,1
14530,2011/9/7,22171,8.5,1
14530,2011/9/7,22487,9.95,1
14530,2011/9/7,84792,4.65,2
14530,2011/9/7,84406B,4.15,2
14530,2011/9/7,22173,3.29,3
14530,2011/9/7,22113,4.25,6
14530,2011/9/7,82494L,2.95,6
14530,2011/9/7,23067,4.15,4
14530,2011/9/7,23099,6.65,1
14530,2011/9/7,82482,2.95,6
14530,2011/9/7,22294,1.25,24
14530,2011/9/7,22297,1.25,24
14530,2011/9/7,22178,1.95,6
14530,2011/9/7,22767,9.95,2
14530,2011/9/7,85062,1.65,6
14530,2011/9/7,22789,1.95,4
14530,2011/9/7,82486,8.95,2
14530,2011/9/7,82483,6.95,2
14530,2011/9/7,22766,2.95,4
14530,2011/9/7,21326,0.65,12
14530,2011/9/7,22296,1.65,12
14530,2011/9/7,23068,2.49,4
14530,2011/9/7,23407,9.95,2
14530,2011/9/7,21034,0.95,2
12490,2011/9/7,21122,1.25,24
12490,2011/9/7,22382,1.65,10
12490,2011/9/7,22029,0.42,24
12490,2011/9/7,22367,1.95,8
12490,2011/9/7,22613,0.85,24
12490,2011/9/7,22629,1.95,12
12490,2011/9/7,23256,4.15,8
12490,2011/9/7,23290,1.25,8
12490,2011/9/7,20726,1.65,20
12490,2011/9/7,20727,1.65,10
12490,2011/9/7,23445,0.83,20
12490,2011/9/7,21731,1.65,36
12490,2011/9/7,21564,2.95,6
12490,2011/9/7,21563,2.95,6
12490,2011/9/7,22326,2.95,18
12490,2011/9/7,23159,2.08,12
12490,2011/9/7,22197,0.85,36
12490,2011/9/7,20963,1.25,10
12490,2011/9/7,21915,1.25,12
12490,2011/9/7,21914,1.25,12
12490,2011/9/7,22898,1.95,8
12490,2011/9/7,21094,0.85,24
12490,2011/9/7,21086,0.65,24
12490,2011/9/7,21080,0.85,24
12490,2011/9/7,21936,2.95,10
12490,2011/9/7,22343,0.85,12
12490,2011/9/7,22131,1.95,12
12490,2011/9/7,22922,0.85,12
12490,2011/9/7,22027,0.42,24
12490,2011/9/7,21098,1.25,36
12490,2011/9/7,23206,1.65,20
12490,2011/9/7,22328,2.95,12
12490,2011/9/7,21121,1.25,24
12490,2011/9/7,22315,1.25,12
12490,2011/9/7,21354,1.25,12
12490,2011/9/7,21124,1.25,24
12490,2011/9/7,23254,4.15,8
12490,2011/9/7,84997D,4.15,8
12490,2011/9/7,22313,2.95,6
12490,2011/9/7,84997C,4.15,8
12490,2011/9/7,POST,18,4
12490,2011/9/7,20725,1.65,10
17949,2011/9/7,21871,1.06,504
15885,2011/9/7,23245,4.95,4
15885,2011/9/7,21314,2.1,8
15885,2011/9/7,23356,5.95,3
15885,2011/9/7,23407,9.95,2
15885,2011/9/7,22423,12.75,4
15885,2011/9/7,23173,9.95,2
15885,2011/9/7,23174,4.15,4
15885,2011/9/7,23172,1.65,12
15885,2011/9/7,23170,1.65,12
15885,2011/9/7,23171,1.65,12
15885,2011/9/7,22697,2.95,6
15885,2011/9/7,22698,2.95,6
15885,2011/9/7,22699,2.95,6
15885,2011/9/7,84947,1.25,12
15885,2011/9/7,22801,3.75,8
15885,2011/9/7,22800,3.75,8
13026,2011/9/8,20984,0.29,48
13026,2011/9/8,21636,0.75,48
13026,2011/9/8,35651,1.65,12
13026,2011/9/8,72232,0.19,48
13026,2011/9/8,84818,0.79,24
13026,2011/9/8,17012D,0.85,24
13026,2011/9/8,17012B,0.85,24
13026,2011/9/8,15036,0.83,120
13026,2011/9/8,17003,0.39,108
13026,2011/9/8,35095B,0.42,48
13026,2011/9/8,21992,1.25,48
15488,2011/9/8,23444,15,1
15488,2011/9/8,84946,1.06,72
12685,2011/9/8,22559,1.25,12
12685,2011/9/8,22748,2.1,6
12685,2011/9/8,22745,2.1,6
12685,2011/9/8,20819,3.75,4
12685,2011/9/8,20979,1.25,16
12685,2011/9/8,22174,1.65,12
12685,2011/9/8,20712,2.08,10
12685,2011/9/8,22118,4.95,3
12685,2011/9/8,22727,3.75,4
12685,2011/9/8,22729,3.75,4
12685,2011/9/8,22726,3.75,4
12685,2011/9/8,22386,2.08,10
12685,2011/9/8,22728,3.75,4
12685,2011/9/8,22966,1.25,12
12685,2011/9/8,22930,2.55,6
12685,2011/9/8,23242,2.08,6
12685,2011/9/8,22617,4.95,3
12685,2011/9/8,23241,2.08,6
12685,2011/9/8,23296,1.25,8
12685,2011/9/8,POST,18,5
12685,2011/9/8,20866,1.25,12
12685,2011/9/8,23280,0.83,12
12685,2011/9/8,84509B,3.75,4
12685,2011/9/8,23159,2.08,12
12685,2011/9/8,35970,1.69,12
12685,2011/9/8,16169E,0.42,25
12685,2011/9/8,23213,1.25,12
12685,2011/9/8,23264,1.25,12
12685,2011/9/8,23268,1.45,12
12685,2011/9/8,22571,0.85,12
12685,2011/9/8,22572,0.85,12
12685,2011/9/8,22940,4.25,4
12685,2011/9/8,22601,0.85,12
12685,2011/9/8,22142,1.45,12
12685,2011/9/8,22732,1.25,18
12685,2011/9/8,40001,0.85,12
12685,2011/9/8,21791,1.25,12
12685,2011/9/8,23295,0.83,8
12685,2011/9/8,23293,0.83,8
12685,2011/9/8,23285,0.85,8
12685,2011/9/8,22138,4.95,3
12685,2011/9/8,22955,2.1,6
12685,2011/9/8,22956,2.1,6
12685,2011/9/8,22333,1.65,8
12685,2011/9/8,22331,1.65,8
12685,2011/9/8,21380,2.95,6
12685,2011/9/8,84692,0.42,25
12685,2011/9/8,22434,1.95,8
12685,2011/9/8,22029,0.42,12
12685,2011/9/8,22554,1.65,12
12685,2011/9/8,22110,2.55,6
12685,2011/9/8,22372,4.25,4
12685,2011/9/8,22551,1.65,12
12685,2011/9/8,21485,4.95,3
12685,2011/9/8,84086C,2.95,6
12685,2011/9/8,23076,1.25,24
12685,2011/9/8,21706,4.95,4
12685,2011/9/8,21710,4.95,4
12685,2011/9/8,23320,2.89,12
12685,2011/9/8,22027,0.42,24
12685,2011/9/8,21509,0.42,24
12685,2011/9/8,22024,0.42,24
12685,2011/9/8,22810,2.95,12
12685,2011/9/8,22037,0.42,24
12683,2011/9/8,23194,2.25,8
12683,2011/9/8,21715,2.55,8
12683,2011/9/8,23241,2.08,6
12683,2011/9/8,23345,1.25,12
12683,2011/9/8,21242,1.69,8
12683,2011/9/8,23346,1.25,12
12683,2011/9/8,20676,1.25,8
12683,2011/9/8,23289,1.25,8
12683,2011/9/8,23290,1.25,8
12683,2011/9/8,22558,1.65,12
12683,2011/9/8,22632,2.1,12
12683,2011/9/8,23205,0.85,10
12683,2011/9/8,21481,3.75,4
12683,2011/9/8,20685,8.25,4
12683,2011/9/8,22960,4.25,6
12683,2011/9/8,21407,4.25,3
12683,2011/9/8,22181,0.85,12
12683,2011/9/8,22629,1.95,12
12683,2011/9/8,22630,1.95,12
12683,2011/9/8,22551,1.65,12
12683,2011/9/8,23377,0.39,24
12683,2011/9/8,23176,2.25,8
12683,2011/9/8,POST,18,2
15885,2011/9/8,POST,15,1
16426,2011/9/8,84660A,0.79,12
16426,2011/9/8,84660C,0.79,1
16426,2011/9/8,22469,1.65,2
16426,2011/9/8,23321,1.65,4
16426,2011/9/8,21179,0.39,8
16426,2011/9/8,22412,2.1,4
16426,2011/9/8,82583,2.1,2
16426,2011/9/8,21166,2.08,3
16426,2011/9/8,82552,1.45,1
16426,2011/9/8,85071A,0.39,12
16426,2011/9/8,85071B,0.39,12
16426,2011/9/8,23323,2.1,4
16426,2011/9/8,22694,2.1,2
16426,2011/9/8,22467,2.55,3
16426,2011/9/8,23129,4.15,2
16426,2011/9/8,23403,3.75,4
16426,2011/9/8,23400,6.25,4
16426,2011/9/8,22371,4.25,2
16426,2011/9/8,23397,9.95,2
16426,2011/9/8,22666,2.95,2
16426,2011/9/8,22665,2.95,2
16426,2011/9/8,23322,2.95,5
16426,2011/9/8,22470,2.95,3
16426,2011/9/8,82551,1.45,1
16426,2011/9/8,82552,1.45,1
16426,2011/9/8,21166,2.08,1
16426,2011/9/8,21179,0.39,8
16426,2011/9/8,21163,0.39,5
16426,2011/9/8,21162,0.39,4
16426,2011/9/8,21158,0.39,4
16426,2011/9/8,85071A,0.39,4
16426,2011/9/8,85071B,0.39,4
16426,2011/9/8,22412,2.1,1
16426,2011/9/8,20657,1.25,1
16426,2011/9/8,21866,1.25,2
16426,2011/9/8,20652,1.25,2
16426,2011/9/8,21864,2.1,2
16426,2011/9/8,20615,0.75,2
16426,2011/9/8,20622,2.1,2
16426,2011/9/8,20617,2.1,2
16426,2011/9/8,20654,1.25,2
16426,2011/9/8,22386,2.08,2
16426,2011/9/8,20712,2.08,2
16426,2011/9/8,22385,2.08,2
16426,2011/9/8,85099B,2.08,2
16426,2011/9/8,85099F,2.08,2
16426,2011/9/8,20711,2.08,2
16426,2011/9/8,21929,2.08,2
16426,2011/9/8,85099C,2.08,2
16426,2011/9/8,23202,2.08,2
16426,2011/9/8,22411,2.08,2
16426,2011/9/8,22433,1.95,1
16426,2011/9/8,22432,1.95,1
16426,2011/9/8,22371,4.25,2
16426,2011/9/8,22376,4.25,2
16426,2011/9/8,22375,4.25,2
16426,2011/9/8,22553,1.65,1
16426,2011/9/8,22556,1.65,1
16426,2011/9/8,22551,1.65,1
16426,2011/9/8,22557,1.65,1
16426,2011/9/8,22555,1.65,1
16426,2011/9/8,22554,1.65,1
16426,2011/9/8,23181,8.25,1
16426,2011/9/8,21162,0.39,24
16426,2011/9/8,21158,0.39,24
16426,2011/9/8,21163,0.39,24
